passage_id,cn,vn,en
H6_16_31,在大家的帮助下，他的生活终于回到了正轨。,"Với sự giúp đỡ của mọi người, cuộc sống của anh ấy cuối cùng đã trở lại đúng quỹ đạo.","With everyone's help, his life is finally back on the right track."
H6_16_32,这次实习是积累工作经验的良机。,Kỳ thực tập này là một cơ hội tốt để tích lũy kinh nghiệm làm việc.,This internship is a good opportunity to gain work experience.
H6_16_33,他踌躇了一下，然后迈大步走进了经理的办公室。,Anh ấy do dự một lúc rồi sải bước vào văn phòng giám đốc.,He hesitated for a moment before striding into the manager's office.
H6_16_34,他被解雇后，家里的财务状况变得非常困难。,"Sau khi anh ấy bị sa thải, tình hình tài chính của gia đình anh ấy trở nên rất khó khăn.","After he was laid off, his family's financial situation became very difficult."
H6_16_35,这个项目已经偏离了原来的轨道，我们需要调整计划。,"Dự án này đã đi chệch khỏi quỹ đạo ban đầu, chúng ta cần điều chỉnh kế hoạch của mình.",This project has deviated from its original track; we need to adjust our plan.
H6_16_36,政府正在努力吸引更多的外资。,Chính phủ đang nỗ lực để thu hút thêm vốn đầu tư nước ngoài.,The government is making efforts to attract more foreign investment.
H6_16_37,他在工程领域的知识很扎实。,Kiến thức của anh ấy trong lĩnh vực kỹ thuật rất vững chắc.,His knowledge in the field of engineering is very solid.
H6_16_38,我在为项目截止日期再次被延期而犯愁。,Tôi đang lo lắng vì hạn chót của dự án lại bị hoãn.,I'm worried because the project deadline has been postponed again.
H6_16_39,由于成本膨胀，我们的研究经费现在不够了。,"Do chi phí tăng cao, kinh phí nghiên cứu của chúng tôi giờ đã không đủ.","Due to inflation of costs, our research funding is now insufficient."
H6_16_40,有文凭不代表你就能找到现成的高薪工作。,Có bằng cấp không có nghĩa là bạn có thể tìm được một công việc lương cao có sẵn.,"Having a diploma doesn't mean you can find a ready-made, high-paying job."
H6_16_41,我们必须警惕毫无节制的消费带来的后果。,Chúng ta phải cảnh giác với hậu quả của việc tiêu dùng không kiềm chế.,We must be vigilant against the consequences of unrestrained consumption.
H6_16_42,因为暴风雪滞留在机场，他假期旅行的计划破灭了。,"Bị kẹt lại ở sân bay vì bão tuyết, kế hoạch đi du lịch nghỉ lễ của anh ấy đã tan thành mây khói.","Stranded at the airport due to a snowstorm, his plan to travel for the holiday was shattered."
H6_16_43,虽然他的职务变了，但他照样准时来上班。,"Mặc dù chức vụ của anh ấy đã thay đổi, anh ấy vẫn đi làm đúng giờ như thường lệ.","Although his position was changed, he still came to work on time as usual."
H6_16_44,转行以后，他的第一份工作是当经理助理。,"Sau khi chuyển ngành, công việc đầu tiên của anh ấy là làm trợ lý cho giám đốc.","After changing careers, his first job was as a manager's assistant."
H6_16_45,衔接两个区的新桥建成后，整个城市的面貌焕然一新。,Thành phố đã có một bộ mặt mới sau khi cây cầu mới nối liền hai quận được hoàn thành.,The city has taken on a new look since the new bridge connecting the two districts was completed.
H6_16_46,我的爱好是在花园里种植蘑菇和花草。,Sở thích của tôi là trồng nấm và hoa trong vườn.,My hobby is planting mushrooms and flowers in the garden.
H6_16_47,学好一门语言，必须打下扎实的基础。,"Để học tốt một ngôn ngữ, bạn phải xây dựng một nền tảng vững chắc.","To learn a language well, you must build a solid foundation."
H6_16_48,近几年博士毕业生数量膨胀得太快了。,Số lượng tiến sĩ tốt nghiệp đã tăng quá nhanh trong những năm gần đây.,The number of PhD graduates has inflated too quickly in recent years.
H6_16_49,高中课程应该要和大学课程做好衔接。,Chương trình giảng dạy ở trường trung học nên kết nối tốt với các khóa học ở đại học.,The high school curriculum should connect well with university courses.
H6_16_50,当他没考上理想的大学时，他觉得自己的梦想破灭了。,"Khi không vào được trường đại học mơ ước, anh cảm thấy giấc mơ của mình tan vỡ.","When he didn't get into his dream university, he felt his dreams were shattered."
H6_16_51,我不用做饭，冰箱里有现成的食物。,Tôi không cần nấu ăn; trong tủ lạnh có thức ăn làm sẵn.,I don't need to cook; there's ready-made food in the fridge.
H6_16_52,虽然考试不及格，他照样去参加派对。,"Mặc dù thi trượt, anh ấy vẫn đến bữa tiệc như thường lệ.","Even though he failed the exam, he still went to the party as usual."
H6_16_53,长期的抑郁会严重影响一个人的身体健康。,Trầm cảm kéo dài có thể ảnh hưởng nghiêm trọng đến sức khỏe thể chất của một người.,Long-term depression can seriously affect one's physical health.
H6_16_54,请沿这条河走，你就会看到一个美丽的公园。,"Xin hãy đi dọc theo bờ sông, và bạn sẽ thấy một công viên xinh đẹp.","Please walk along the river, and you will see a beautiful park."
H6_16_55,公司的销售额呈现出一条明显的上升曲线。,Số liệu bán hàng của công ty cho thấy một đường cong đi lên rõ rệt.,The company's sales figures show a clear upward curve.
H6_16_56,他今天看起来有点忧郁，不知道发生了什么事。,Hôm nay anh ấy trông hơi u sầu; không biết đã xảy ra chuyện gì.,He seemed a bit gloomy today; I wonder what happened.
H6_16_57,他的承诺原来只是一个轻易就破灭的泡沫。,Lời hứa của anh ta hóa ra chỉ là một bong bóng dễ dàng tan vỡ.,His promise turned out to be just a bubble that burst easily.
H6_16_58,虽然我们相聚的时间很短暂，但回忆是难忘的。,"Mặc dù thời gian chúng ta ở bên nhau rất ngắn ngủi, nhưng những kỷ niệm thì không thể nào quên.","Although our time together was brief, the memories are unforgettable."
H6_16_59,这种玻璃很脆弱，请小心轻放。,"Loại thủy tinh này rất dễ vỡ, xin hãy nhẹ tay.","This kind of glass is very fragile, please handle it with care."
H6_16_60,他存了一辈子钱，希望晚景能过得舒适，但儿女却不孝顺。,"Ông ấy tiết kiệm cả đời, hy vọng có một cuộc sống thoải mái khi về già, nhưng con cái lại bất hiếu.","He saved money his whole life, hoping for a comfortable life in his later years, but his children were unfilial."
H6_16_61,战争过后，这座曾经繁华的城市变得十分凄凉。,"Sau chiến tranh, thành phố từng nhộn nhịp này trở nên rất thê lương.","After the war, this once-bustling city became very desolate."
H6_16_62,我爷爷总是告诉我，要懂得知足常乐。,Ông tôi luôn nói với tôi rằng biết đủ là vui.,My grandfather always tells me that to be content is to be happy.
H6_16_63,每个父母都希望自己的孩子能够出人头地。,Cha mẹ nào cũng hy vọng con mình sẽ thành danh và đạt được thành công.,Every parent hopes their child will stand out and achieve success.
H6_16_64,对运动员来说，胜负是常事，重要的是继续努力。,"Đối với một vận động viên, thắng thua là chuyện thường tình, điều quan trọng là phải tiếp tục cố gắng.","For an athlete, winning or losing is common, the important thing is to keep trying."
H6_16_65,经过多年的努力，他终于成功了，真是苦尽甘来。,"Sau nhiều năm làm việc chăm chỉ, cuối cùng anh ấy đã đạt được thành công. Đúng là khổ tận cam lai.","After years of hard work, he finally achieved success. It's truly a case of happiness after suffering."
H6_16_66,即使身处人生低谷，也不能放弃希望。,"Ngay cả khi bạn đang ở trong giai đoạn tồi tệ nhất của cuộc đời, bạn cũng không được từ bỏ hy vọng.","Even when you are at a low point in your life, you must not give up hope."
H6_16_67,这本小说的结局给读者留下了很多悬念。,Cái kết của cuốn tiểu thuyết đã để lại nhiều hồi hộp cho độc giả.,The end of the novel left a lot of suspense for the readers.
H6_16_68,报纸发表了一份声明，更正了前一天的报道。,Tờ báo đã đăng một thông báo để đính chính bản tin của ngày hôm trước.,The newspaper published a statement to correct the previous day's report.
H6_16_69,他是一个很务实的人，不喜欢谈论不切实际的想法。,Anh ấy là một người rất thực tế và không thích nói về những ý tưởng viển vông.,He is a very pragmatic person and doesn't like to talk about unrealistic ideas.
H6_16_70,我的同事很擅长跟客户沟通。,Đồng nghiệp của tôi rất giỏi giao tiếp với khách hàng.,My colleague is very good at communicating with clients.
H6_16_71,他们的创业之路充满波折，但他们从未放弃。,"Hành trình khởi nghiệp của họ đầy rẫy những trắc trở, nhưng họ chưa bao giờ bỏ cuộc.","Their startup journey was full of setbacks, but they never gave up."
H6_16_72,经历了这件事之后，我对友谊有了新的领悟。,"Sau khi trải qua chuyện này, tôi đã có một sự lĩnh ngộ mới về tình bạn.","After experiencing this, I have a new understanding of friendship."
H6_16_73,她穿着一件华丽的连衣裙去参加派对。,Cô ấy mặc một chiếc váy lộng lẫy đến bữa tiệc.,She wore a gorgeous dress to the party.
H6_16_74,我们试着从作者的视角来看这个故事。,Chúng ta hãy thử nhìn câu chuyện này từ góc nhìn của tác giả.,Let's try to look at this story from the author's perspective.
H6_16_75,这部小说在他脑海里酝酿了很多年。,Cuốn tiểu thuyết này đã được ấp ủ trong đầu ông ấy nhiều năm.,This novel has been brewing in his mind for many years.
H6_16_76,在那个年代，没结婚就怀孕会招来很多闲话。,"Ở thời đại đó, mang thai trước hôn nhân sẽ bị nhiều lời đàm tiếu.","In that era, getting pregnant before marriage would attract a lot of gossip."
H6_16_77,这对恋人第一次见面是在医院的门诊部。,Hai người yêu nhau gặp nhau lần đầu tại phòng khám ngoại trú của bệnh viện.,The two lovers first met at the hospital's outpatient clinic.
H6_16_78,听到朋友生命垂危的消息，她感到非常悲伤。,"Nghe tin bạn mình nguy kịch, cô ấy vô cùng đau buồn.","Hearing the news that her friend was critically ill, she was overcome with sorrow."
H6_16_79,汽车撞毁的那一刹那，我的脑子一片空白。,"Trong khoảnh khắc chiếc xe gặp nạn, đầu óc tôi trống rỗng.","In the instant the car crashed, my mind went blank."
H6_16_80,他的演讲深深地拨动了在场每个人的心弦。,Bài phát biểu của ông đã chạm đến sâu thẳm trái tim của mọi người có mặt.,His speech deeply touched the heartstrings of everyone present.
H6_16_81,历经了许多艰辛，这段旧日的记忆依然没有被遗忘。,"Trải qua bao gian khổ, ký ức xưa cũ này vẫn chưa bị lãng quên.","After going through many hardships, this old memory has still not been forgotten."
H6_16_82,我们不应该谴责故事里的人物，也不该让他们的故事被时间埋没。,"Chúng ta không nên lên án các nhân vật trong truyện, cũng không nên để câu chuyện của họ bị thời gian vùi lấp.","We should not condemn the characters in the story, nor should we let their stories be buried by time."
H6_16_83,作者声明这个故事是虚构的，和任何真实人物都没有关联。,Tác giả tuyên bố rằng câu chuyện này là hư cấu và không có mối liên hệ nào với bất kỳ người thật nào.,The author stated that the story is fictional and has no connection to any real person.
H6_16_84,这部电影采用了非线性的叙事结构，在不同的时空之间不断跳跃。,"Bộ phim này sử dụng cấu trúc tự sự phi tuyến tính, liên tục nhảy giữa các không gian và thời gian khác nhau.","This film uses a non-linear narrative structure, constantly jumping between different times and spaces."
H6_16_85,故事发生在一个遥远的过去。,Câu chuyện xảy ra ở một quá khứ xa xôi.,The story takes place in a remote past.
H6_16_86,一场暴风雨正在酝酿，看起来要下大雨了。,Một cơn bão đang hình thành; có vẻ như sắp mưa to.,A storm is brewing; it looks like it's going to rain heavily.
H6_16_87,警察正在调查嫌疑人和受害者之间的关联。,Cảnh sát đang điều tra mối liên hệ giữa nghi phạm và nạn nhân.,The police are investigating the connection between the suspect and the victim.
H6_16_88,历经了人生的风雨，他最终选择原谅，不再感到悲伤。,"Sau khi trải qua những thăng trầm của cuộc sống, cuối cùng anh ấy đã chọn tha thứ và không còn cảm thấy đau buồn nữa.","After experiencing the vicissitudes of life, he finally chose to forgive and no longer felt sad."
H6_16_89,联合国发布了一份报告，以展示全球经济的现状。,Liên Hợp Quốc đã công bố một báo cáo để cho thấy hiện trạng của kinh tế toàn cầu.,The United Nations issued a report to show the current situation of the global economy.
H6_16_90,该系统根据濒危程度，将语言划分为五个不同的等级。,Hệ thống này chia các ngôn ngữ thành năm cấp độ khác nhau dựa trên mức độ nguy cấp của chúng.,This system divides languages into five different levels based on their level of endangerment.
H6_16_91,医生警告他，如果继续抽烟，他的健康将处于危险之中。,"Bác sĩ đã cảnh báo anh ấy rằng nếu tiếp tục hút thuốc, sức khỏe của anh ấy sẽ gặp nguy hiểm.","The doctor warned him that if he continues to smoke, his health will be in danger."
H6_16_92,如果没有有效的保护，这项传统手工艺最终将会消亡。,"Nếu không có sự bảo vệ hiệu quả, nghề thủ công truyền thống này cuối cùng sẽ biến mất.","Without effective protection, this traditional craft will eventually die out."
H6_16_93,学者们呼吁政府采取措施，拯救这座古老的建筑。,Các học giả đang kêu gọi chính phủ thực hiện các biện pháp để cứu lấy tòa nhà cổ này.,Scholars are appealing to the government to take measures to save this ancient building.
H6_16_94,他倡议大家多学习和使用自己的母语。,Anh ấy đã khởi xướng một đề xuất để mọi người học và sử dụng tiếng mẹ đẻ của mình nhiều hơn.,He initiated a proposal for everyone to learn and use their mother tongue more.
H6_16_95,新西兰的成功经验为其他国家提供了典范。,Kinh nghiệm thành công của New Zealand cung cấp một hình mẫu cho các quốc gia khác.,New Zealand's successful experience provides a model for other countries.
H6_16_96,这位老师傅希望能把他一生的学问传授给下一代。,Lão sư phụ hy vọng sẽ truyền thụ kiến thức cả đời của mình cho thế hệ sau.,The old master hopes to pass on his lifelong knowledge to the next generation.
H6_16_97,这位受人尊敬的科学家辞世后，全国都为之哀悼。,"Sau khi nhà khoa học đáng kính qua đời, cả nước đã để tang.","After the respected scientist passed away, the whole country mourned."
H6_16_98,这部电影是根据史实改编的，不是纯粹的虚构。,"Bộ phim này dựa trên sự thật lịch sử, không phải là hư cấu hoàn toàn.","This movie is based on historical facts, not pure fiction."
H6_16_99,政府决定解密一批历史档案。,Chính phủ đã quyết định giải mật một loạt tài liệu lịch sử.,The government has decided to declassify a batch of historical files.
H6_16_100,我们必须正视环境污染的现状。,Chúng ta phải đối mặt trực diện với hiện trạng ô nhiễm môi trường.,We must face the current situation of environmental pollution squarely.
H6_16_101,许多组织呼吁全球合作，以拯救濒危物种。,Nhiều tổ chức đang kêu gọi sự hợp tác toàn cầu để cứu các loài có nguy cơ tuyệt chủng.,Many organizations are appealing for global cooperation to save endangered species.
H6_16_102,联合国是维护世界和平的重要组织。,Liên Hợp Quốc là một tổ chức quan trọng để duy trì hòa bình thế giới.,The United Nations is an important organization for maintaining world peace.
H6_16_103,他的行为为所有年轻人树立了典范。,Hành vi của anh ấy đã nêu một tấm gương tốt cho tất cả những người trẻ tuổi.,His behavior sets a good example for all young people.
H6_16_104,博物馆将展示一系列清代的艺术品。,Bảo tàng sẽ trưng bày một loạt các tác phẩm nghệ thuật từ thời nhà Thanh.,The museum will display a series of artworks from the Qing Dynasty.
H6_16_105,只有解密了这些文件，我们才能了解当时的历史史实。,"Chỉ bằng cách giải mã những tài liệu này, chúng ta mới có thể hiểu được sự thật lịch sử của thời đó.",Only by deciphering these documents can we understand the historical facts of that time.
H6_16_106,这家公司的薪酬体系有非常明确的等级。,Hệ thống lương của công ty có các cấp bậc rất rõ ràng.,The company's salary system has very clear grades.
H6_17_1,这幅3D画看起来非常逼真，简直像真实的照片一样。,"Bức tranh 3D này trông thật sống động, gần như là một bức ảnh thật.",This 3D painting looks so realistic; it's almost like a real photo.
H6_17_2,机器人的手臂可以伸得很长，用来拿高处的东西。,Cánh tay của robot có thể vươn ra rất dài để lấy đồ vật từ trên cao.,The robot's arm can extend very long to grab items from high places.
H6_17_3,天上的云彩形状千奇百怪，变化万千。,Hình dạng của những đám mây trên trời thật kỳ lạ và luôn thay đổi.,The shapes of clouds in the sky are bizarre and ever-changing.
H6_17_4,这台咖啡机是一个非常方便的装置。,Máy pha cà phê này là một thiết bị rất tiện lợi.,This coffee machine is a very convenient device.
H6_17_5,这条路非常弯曲，你开车要小心。,"Con đường này rất quanh co, bạn phải lái xe cẩn thận.","This road is very winding, so you must drive carefully."
H6_17_6,炒菜的时候，需要不停地翻转锅里的蔬菜。,"Khi xào rau, bạn cần liên tục đảo rau trong chảo.","When you stir-fry, you need to constantly flip the vegetables in the wok."
H6_17_7,请用夹子给我夹一块面包。,Xin vui lòng dùng kẹp gắp cho tôi một miếng bánh mì.,Please use tongs to pick up a piece of bread for me.
H6_17_8,警察在大楼里发现了一枚炸弹，正在进行处理。,Cảnh sát đã tìm thấy một quả bom trong tòa nhà và hiện đang xử lý nó.,The police found a bomb in the building and are now working to defuse it.
H6_17_9,公司在办公室里安置了新的消防安全设备。,Công ty đã lắp đặt thiết bị phòng cháy chữa cháy mới trong văn phòng.,The company has installed new fire safety equipment in the office.
H6_17_10,按下这个按钮，可以开启机器的自动清洁模式。,Nhấn nút này để bắt đầu chế độ làm sạch tự động của máy.,Press this button to start the machine's automatic cleaning mode.
H6_17_11,我弟弟喜欢玩他的遥控汽车。,Em trai tôi rất thích chơi xe ô tô điều khiển từ xa.,My younger brother loves playing with his remote control car.
H6_17_12,这座危险的旧楼必须尽快拆除。,Tòa nhà cũ không an toàn này phải được phá dỡ càng sớm càng tốt.,"This old, unsafe building must be torn down as soon as possible."
H6_17_13,政府正在采取有力措施打击腐败行为。,Chính phủ đang thực hiện các biện pháp mạnh mẽ để trấn áp tham nhũng.,The government is taking strong measures to crack down on corruption.
H6_17_14,这个城市的防御系统足以抵挡任何敌人的袭击。,Hệ thống phòng thủ của thành phố đủ mạnh để chống lại bất kỳ cuộc tấn công nào của kẻ thù.,The city's defenses are strong enough to withstand any enemy attack.
H6_17_15,军人有保卫国家的责任。,Những người lính có trách nhiệm bảo vệ đất nước của họ.,Soldiers have the responsibility to defend their country.
H6_17_16,每个人都希望过上安宁、稳定的生活。,Mọi người đều hy vọng có một cuộc sống yên bình và ổn định.,Everyone hopes for a peaceful and stable life.
H6_17_17,排爆机器人可以用它的手臂来拆除爆炸装置。,Robot gỡ bom có thể dùng cánh tay của nó để tháo dỡ thiết bị nổ.,The bomb disposal robot can use its arm to dismantle the explosive device.
H6_17_18,他用遥控开启了机器人，让它弯曲和翻转手臂来夹取物品。,"Anh ấy đã sử dụng điều khiển từ xa để khởi động robot, làm cho nó uốn cong và lật cánh tay để gắp đồ vật.","He used a remote control to start the robot, making it bend and flip its arm to pick up objects."
H6_17_19,警察打击了这次恐怖袭击，保卫了城市生活的安宁。,"Cảnh sát đã trấn áp cuộc tấn công khủng bố, bảo vệ sự bình yên của thành phố.","The police cracked down on the terrorist attack, safeguarding the peace of the city."
H6_17_20,我刚发现我胳膊上长了一颗新痣。,Tôi mới phát hiện một nốt ruồi mới trên cánh tay.,I just discovered a new mole on my arm.
H6_17_21,剧烈运动后，我浑身酸痛。,"Sau buổi tập luyện cường độ cao, toàn thân tôi đau nhức.","After the intense workout, my whole body was sore."
H6_17_22,专家解剖了公司失败的原因。,Chuyên gia đã phân tích mổ xẻ các lý do dẫn đến thất bại của công ty.,The expert dissected the reasons for the company's failure.
H6_17_23,幸运的是，医生确认他的肿瘤是良性的。,"May mắn thay, bác sĩ xác nhận rằng khối u của anh ấy là lành tính.","Fortunately, the doctor confirmed that his tumor is benign."
H6_17_24,乘客不允许携带易燃物品上飞机。,Hành khách không được phép mang theo các vật phẩm dễ cháy nổ lên máy bay.,Passengers are not allowed to carry flammable items on the plane.
H6_17_25,这个研究所已经成为一个重要的科学创新基地。,Viện nghiên cứu này đã trở thành một cơ sở quan trọng cho đổi mới khoa học.,This research institute has become an important base for scientific innovation.
H6_17_26,这部电影里的特效简直跟真的魔法一样。,Hiệu ứng đặc biệt trong bộ phim này giống như phép thuật thật sự.,The special effects in this movie are like real magic.
H6_17_27,我们需要了解身体的自我修复机制。,Chúng ta cần tìm hiểu cơ chế tự sửa chữa của cơ thể.,We need to understand the body's self-repair mechanism.
H6_17_28,山里的天气变化无常，时而晴天，时而下雨。,"Thời tiết trên núi không thể đoán trước được, lúc thì nắng, lúc thì mưa.","The weather in the mountains is unpredictable, with sunshine one moment and rain the next."
H6_17_29,公司的新文化已经慢慢渗透到每个部门。,Văn hóa mới của công ty đã dần dần thấm vào mọi phòng ban.,The company's new culture has gradually permeated every department.
H6_17_30,火势在干燥的森林里迅速蔓延开来。,Đám cháy lan nhanh qua khu rừng khô.,The fire spread quickly through the dry forest.
H6_17_31,这种运动饮料富含多种氨基酸。,Loại nước uống thể thao này rất giàu các loại axit amin khác nhau.,This sports drink is rich in various amino acids.
H6_17_32,请把衣服折叠整齐，然后放进抽屉里。,Xin hãy gấp quần áo gọn gàng và đặt chúng vào ngăn kéo.,Please fold the clothes neatly and put them in the drawer.
H6_17_33,大风把那棵老树的树枝折断了。,Cơn gió mạnh đã làm gãy cành cây cổ thụ.,The strong wind broke the branch of the old tree.
H6_17_34,这个实验需要细致的观察和详细的记录。,Thí nghiệm này đòi hỏi sự quan sát tỉ mỉ và ghi chép chi tiết.,This experiment requires meticulous observation and detailed records.
H6_17_35,目击者从照片中辨认出了嫌疑人。,Nhân chứng đã có thể nhận dạng nghi phạm từ các bức ảnh.,The witness was able to identify the suspect from the photos.
H6_17_36,那个家伙总是在办公室里捣乱。,Gã đó luôn gây rắc rối trong văn phòng.,That guy is always causing trouble in the office.
H6_17_37,政府计划修建一条新的高速铁路。,Chính phủ có kế hoạch xây dựng một tuyến đường sắt cao tốc mới.,The government plans to build a new high-speed railway.
H6_17_38,群山形成了一道抵御寒风的天然屏障。,Những ngọn núi tạo thành một hàng rào tự nhiên chống lại gió lạnh.,The mountains form a natural barrier against the cold wind.
H6_17_39,他的话语充满了恶毒的意图。,Lời nói của anh ta đầy ý đồ độc địa.,His words were full of malicious intent.
H6_17_40,坦白地说，这个机器人目前的能力还非常有限。,"Thành thật mà nói, khả năng hiện tại của con robot vẫn còn rất hạn chế.","To be frank, the robot's current capabilities are still very limited."
H6_17_41,他终于坦白是他打破了花瓶。,Cuối cùng anh ấy đã thú nhận rằng anh ấy đã làm vỡ cái bình hoa.,He finally confessed that he broke the vase.
H6_17_42,机器人的皮肤是用一种特殊的橡胶制成的，为了让它感觉更逼真。,Da của robot được làm bằng một loại cao su đặc biệt để tạo cảm giác chân thực hơn.,The robot's skin is made of a special kind of rubber to make it feel more realistic.
H6_17_43,这台电脑的核心元件都是从德国进口的。,Các linh kiện cốt lõi của chiếc máy tính này đều được nhập khẩu từ Đức.,This computer's core components are all imported from Germany.
H6_17_44,机器人的动作是由一个复杂的气压系统控制的。,Các chuyển động của robot được điều khiển bởi một hệ thống khí nén phức tạp.,The robot's movements are controlled by a complex pneumatic system.
H6_17_45,山上的气压很低，会让人觉得不舒服。,"Áp suất không khí trên núi rất thấp, có thể khiến người ta cảm thấy khó chịu.","The air pressure in the mountains is very low, which can make people feel uncomfortable."
H6_17_46,我的假设是，机器人总有一天会拥有自己的意识。,Giả thuyết của tôi là một ngày nào đó robot sẽ có ý thức của riêng mình.,My hypothesis is that robots will one day have their own consciousness.
H6_17_47,这只是一个初步的假设，我们还需要更多数据来证明。,Đây chỉ là một giả thuyết sơ bộ; chúng ta vẫn cần thêm dữ liệu để chứng minh nó.,This is just a preliminary hypothesis; we still need more data to prove it.
H6_17_48,工程师可以从千里之外远程控制机器人。,Kỹ sư có thể điều khiển robot từ xa cách xa hàng nghìn dặm.,The engineer can remotely control the robot from a thousand miles away.
H6_17_49,摄像头被用来捕捉用户的面部表情。,Camera được sử dụng để ghi lại biểu cảm khuôn mặt của người dùng.,The camera is used to capture the user's facial expressions.
H6_17_50,通过远程监控，我们可以捕捉到野生动物的影像。,"Thông qua giám sát từ xa, chúng ta có thể ghi lại hình ảnh của động vật hoang dã.","Through remote monitoring, we can capture images of wild animals."
H6_17_51,这个机器人甚至会眨眼睛，就像真人一样。,"Con robot thậm chí có thể chớp mắt, giống như một người thật.","The robot can even blink its eyes, just like a real person."
H6_17_52,他眨了眨眼，好像没听懂我的话。,"Anh ấy chớp mắt, như thể không hiểu tôi đang nói gì.","He blinked, as if he didn't understand what I was saying."
H6_17_53,设计师刻意避免把机器人做得太吓人。,Nhà thiết kế đã cố tình tránh làm cho con robot trông quá đáng sợ.,The designer deliberately avoided making the robot look too scary.
H6_17_54,在派对上，她好像在刻意不理我。,Cô ấy dường như cố tình lờ tôi đi trong bữa tiệc.,She seemed to be deliberately ignoring me at the party.
H6_17_55,这个智能机器人将成为我们生活中不可或缺的助手。,Robot thông minh này sẽ trở thành một trợ thủ không thể thiếu trong cuộc sống của chúng ta.,This intelligent robot will become an indispensable assistant in our lives.
H6_17_56,我最大的梦想是有一个双胞胎机器人，可以帮我做作业。,Giấc mơ lớn nhất của tôi là có một robot song sinh có thể làm bài tập về nhà cho tôi.,My biggest dream is to have a twin robot that can do my homework for me.
H6_17_57,她有一个同卵双胞胎姐姐，她们长得一模一样。,"Cô ấy có một người chị em song sinh giống hệt, họ trông y như nhau.","She has an identical twin sister, they look exactly the same."
H6_17_58,这个电子元件的密封圈是橡胶做的。,Vòng đệm cho linh kiện điện tử này được làm bằng cao su.,The seal for this electronic component is made of rubber.
H6_17_59,警察在犯罪现场没能找到任何清晰的指纹。,Cảnh sát không tìm thấy bất kỳ dấu vân tay rõ ràng nào tại hiện trường vụ án.,The police couldn't find any clear fingerprints at the crime scene.
H6_17_60,嫌疑人的陈述与找到的证据不吻合。,Lời khai của nghi phạm không khớp với bằng chứng tìm được.,The suspect's statement does not match the evidence found.
H6_17_61,这张皮革沙发非常柔软，坐上去很舒服。,Chiếc ghế sofa da này rất mềm mại và ngồi rất thoải mái.,This leather sofa is very soft and comfortable to sit on.
H6_17_62,这条旧路的路面很凹凸不平，开车要小心。,Bề mặt của con đường cũ này rất gồ ghề; bạn cần phải lái xe cẩn thận.,The surface of this old road is very bumpy; you need to drive carefully.
H6_17_63,通过化学化验，纸上隐蔽的信息显形了。,"Thông qua phân tích hóa học, thông điệp ẩn trên tờ giấy đã hiện hình.","Through chemical analysis, the hidden message on the paper became visible."
H6_17_64,他买了一双棕色的皮鞋。,Anh ấy đã mua một đôi giày da màu nâu.,He bought a pair of brown leather shoes.
H6_17_65,化验室正在分析在现场找到的粉末残余物。,Phòng thí nghiệm đang phân tích dư lượng bột tìm thấy tại hiện trường.,The lab is analyzing the powder residue found at the scene.
H6_17_66,瑞士手表因其精密的制造工艺而闻名。,Đồng hồ Thụy Sĩ nổi tiếng với sự chế tác chính xác.,Swiss watches are famous for their precision manufacturing.
H6_17_67,贩卖毒品是严重的犯罪行为。,Buôn bán ma túy là một tội ác nghiêm trọng.,Drug trafficking is a serious crime.
H6_17_68,要判别这两个嫌疑人非常困难。,Rất khó để phân biệt giữa hai nghi phạm này.,It is very difficult to distinguish between these two suspects.
H6_17_69,年轻人的精力旺盛，充满了梦想。,Người trẻ có năng lượng dồi dào và tràn đầy ước mơ.,Young people have vigorous energy and are full of dreams.
H6_17_70,这张木桌上的纹路很独特，非常好看。,Vân gỗ độc đáo trên chiếc bàn gỗ này rất đẹp.,The unique grain on this wooden table is very beautiful.
H6_17_71,他把自己的名字印在了书的第一页。,Anh ấy đã in tên mình lên trang đầu của cuốn sách.,He printed his name on the first page of the book.
H6_17_72,水分蒸发后，留下了漂亮的盐晶体。,"Sau khi nước bay hơi, những tinh thể muối đẹp đẽ còn lại.","After the water evaporates, beautiful salt crystals are left behind."
H6_17_73,碘是人体必需的一种元素。,I-ốt là một nguyên tố cần thiết cho cơ thể con người.,Iodine is a necessary element for the human body.
H6_17_74,尿素是化肥的主要成分之一。,Urê là một thành phần chính của phân bón.,Urea is a major component of fertilizer.
H6_17_75,唐朝是中国历史上最强盛的朝代之一。,Nhà Đường là một trong những thời kỳ thịnh vượng nhất trong lịch sử Trung Quốc.,The Tang Dynasty was one of the most flourishing periods in Chinese history.
H6_17_76,警察使用特殊的粉末让隐蔽的指纹显形。,Cảnh sát đã dùng loại bột đặc biệt để làm cho dấu vân tay bị ẩn hiện hình.,The police used special powder to make the hidden fingerprints visible.
H6_17_77,本周的健康杂志有一个关于如何减少脂肪的专题。,Tạp chí sức khỏe tuần này có một chuyên đề về cách giảm mỡ.,This week's health magazine has a special feature on how to reduce fat.
H6_17_78,很多人运动不仅是为了健康，也是为了拥有一个美观的形体。,Nhiều người tập thể dục không chỉ vì sức khỏe mà còn để có một hình thể đẹp.,Many people exercise not only for health but also to have a beautiful body shape.
H6_17_79,想要减肥，你必须先用仪器测量一下你的体脂率。,"Để giảm cân, trước tiên bạn phải dùng máy để đo tỷ lệ mỡ cơ thể.","To lose weight, you must first use an instrument to measure your body fat percentage."
